zip,actualAmountPaid,numberOfProperties,numberOfFinalProperties,costSharePercentage,projectAmount,benefitCostRatio,netValueBenefits,propertyAction,damageCategory,structureType,cluster_label,count_property,pct_fs_risk_2020_5,pct_fs_risk_2050_5,pct_fs_risk_2020_100,pct_fs_risk_2050_100,pct_fs_risk_2020_500,pct_fs_risk_2050_500,total_population,pop_density,Log Flood Risk,Log Fire Risk,Quake Risk,Log Population Density
39571,1643051.0,15,11785,0.8933333333333334,19601882.8,2.5199333333333325,204816688.33333334,Wind Retrofit,50 - 99%,Single Family,6,16210,21.9,40.1,67.3,70.4,70.3,72.8,13829,62.7998469607374,-4.300139629990493,1.4199184852158642,-0.9861968556816167,0.16682389702489048
39572,1626041.0,15,1155,1.0,1201700.0,1.0009999999999997,539692.0,Acquisition/Demolition,50 - 99%,Single Family,6,2278,32.7,34.7,94.2,97.7,97.1,99.3,1137,40.74503131902489,-4.914995747036416,1.5798645038297343,-1.1079496771416697,-0.010725581441656588
39574,1232876.0,2,19,0.95,24657477.0,2.3819999999999997,61495806.0,Wind Retrofit,50 - 99%,Non-residential - Public,21,7934,5.2,5.5,8.5,8.9,9.8,10.2,13471,22.82952084374316,-0.04887087084692049,1.5074542141968628,-1.0457746261798595,-0.2481498636107871
39576,168669.0,5,3623,0.9199999999999999,16651914.0,2.1056,185263156.8,Wind Retrofit,50 - 99%,Single Family,12,5733,2.8,3.7,92.2,96.9,96.3,99.4,5690,338.3465911878255,-3.807179748279089,1.063006593921726,-1.0250215412274442,0.8588409283374957
39577,7195629.0,1,1,1.0,7195629.0,1.0,5100000.0,Safe Room/Wind Shelter,50 - 99%,Non-residential - Public,21,7685,6.2,6.7,10.7,11.0,11.9,12.3,11104,16.774026934754776,-0.4854324342533593,1.3326974156628084,-0.8154549370047081,-0.3742515509446885
39581,40000.0,1,7,0.75,458269.0,1.1820000000000002,603566.0,Acquisition/Demolition,0 - 49%,Single Family,6,4073,4.1,4.1,94.9,99.1,99.5,99.6,10572,207.6763439220047,-3.9540993646067024,1.3543782733265624,-1.1533494609885295,0.6582030650913346
39635,3848.0,1,8043,1.0,20069278.0,0.0,0.0,Safe Room/Wind Shelter,50 - 99%,Other (Specify in Comments),0,116,2.6,2.6,12.1,12.1,12.1,12.9,241,76.61549006255765,-0.1882636733695565,,-0.8124746224368387,0.24847649943218655
39641,3848.0,2,8043,1.0,20069278.0,0.0,0.0,Safe Room/Wind Shelter,50 - 99%,Other (Specify in Comments),21,3836,8.7,9.1,11.3,11.4,11.9,12.3,3624,9.966856873110807,-0.6735158775133226,1.3321640507053052,-0.6655139582816171,-0.5866598682183148
39648,3848.0,3,8043,1.0,20069278.0,0.0,0.0,Safe Room/Wind Shelter,50 - 99%,Other (Specify in Comments),21,10957,3.4,3.7,9.5,10.0,11.1,11.6,20176,75.08074585159342,-0.06441743161536416,1.1699350162267141,-0.8064900463239183,0.2401662851475505
39652,7696.0,2,16086,1.0,20069278.0,0.0,0.0,Safe Room/Wind Shelter,50 - 99%,Other (Specify in Comments),21,6309,9.0,9.5,12.6,12.9,13.9,14.4,8395,18.336360230659487,-0.9239293760393399,1.1957412457451826,-0.7508820596240401,-0.3378379771809459
39654,7696.0,12,16086,1.0,20069278.0,0.0,0.0,Safe Room/Wind Shelter,50 - 99%,Other (Specify in Comments),21,5094,7.4,8.0,16.1,16.7,19.3,20.0,5171,12.968204568077773,-1.3335589432490644,1.2889425253145281,-0.6282412338813208,-0.4793577017525072
39663,3848.0,3,8043,1.0,20069278.0,0.0,0.0,Safe Room/Wind Shelter,50 - 99%,Other (Specify in Comments),21,3511,9.8,10.3,16.3,16.7,18.8,19.3,2947,9.185591551534873,-1.4364743336863894,1.318389677338335,-0.5080178136568901,-0.6198804458317988
39666,3848.0,1,8043,1.0,20069278.0,0.0,0.0,Safe Room/Wind Shelter,50 - 99%,Other (Specify in Comments),21,6318,6.4,6.7,10.6,10.9,11.7,11.9,10686,26.50045779255645,-0.463530895489969,1.224181755674166,-0.6796327905001611,-0.18708177281691532
39756,3848.0,1,8043,1.0,20069278.0,0.0,0.0,Safe Room/Wind Shelter,50 - 99%,Other (Specify in Comments),24,1338,9.6,9.6,14.3,14.4,15.6,15.7,1722,8.724965644054416,-1.1281816358565695,0.364045889128456,0.7791856708466856,-0.6408031913784936
39759,2965.0,1,612,0.75,2374193.0,0.0,0.0,Safe Room/Wind Shelter,100%,Single Family,19,19692,4.1,4.4,10.9,11.1,12.9,13.2,44340,52.75616518076679,-0.3690584208087613,0.6284964784573726,0.4584381072584988,0.09528351612572372
39776,7696.0,12,16086,1.0,20069278.0,0.0,0.0,Safe Room/Wind Shelter,50 - 99%,Other (Specify in Comments),14,1385,7.9,8.3,13.3,13.8,14.2,14.3,1455,7.537748305279759,-0.9200315090371108,0.7128723917838247,0.9007029575843193,-0.7002176060278787
39817,3649565.0,13,127,0.75,2969447.6923076925,1.6739230769230764,5016872.461538462,Acquisition/Demolition,0 - 49%,Single Family,18,6922,4.9,5.3,18.9,20.6,29.9,31.4,10201,26.79491881238101,-1.681332855590692,0.964675624954018,-1.3691726957745591,-0.18255462786820895
40160,197067.0,2,4,0.75,199167.0,7.471,1637358.0,Acquisition/Demolition,50 - 99%,Single Family,3,8249,0.7,0.8,6.1,6.7,8.0,8.4,23134,529.9865054356721,1.2558854636283852,-0.3869108797697605,0.6106310550475818,1.0433464100255605
40202,2390226.0,1,1,0.75,2390226.0,3.5069999999999997,8830980.0,Floodproofed,0 - 49%,Non-residential - Private,11,1799,0.1,0.1,5.5,6.2,9.5,10.2,7194,1786.6873168049442,1.8573664960502705,-2.0909259631404327,-0.5428364054632804,1.543038791725954
40211,1100490.0,27,1075,0.75,6673152.0,2.1349999999999985,7452000.0,Acquisition/Demolition,0 - 49%,Single Family,28,11074,0.0,0.0,7.3,8.3,13.3,14.4,22556,1164.1957271291615,1.6504235314128797,-1.3251961432837216,0.5164617762917221,1.3669103862228769
40213,1334000.0,17,502,0.75,6216504.666666667,2.087166666666666,6440000.0,Acquisition/Demolition,0 - 49%,Single Family,19,8180,0.5,0.6,13.2,13.8,21.3,21.8,16296,499.87501590866964,-0.07605479567814848,-0.9903683900272576,0.4718873476389917,1.019297174201495
40219,16101.0,1,6,0.75,726827.0,1.133,243430.0,Acquisition/Demolition,0 - 49%,Single Family,19,12252,0.2,0.3,18.3,18.9,27.4,28.0,40106,1074.3162397420826,-0.26965254424744617,-0.7566349689813536,0.4743106017020299,1.3338731035353395
40313,137697.0,3,42,0.75,772519.0,0.0,0.0,Acquisition/Demolition,50 - 99%,Single Family,29,1403,20.5,20.8,29.3,29.7,32.9,33.1,3329,33.76094047412753,-2.739992099010551,0.34331524009348946,-1.0141560448489189,-0.08783955226334493
40351,134000.0,2,15,0.75,423969.57,0.0,0.0,Acquisition/Demolition,50 - 99%,Single Family,29,10746,18.6,19.2,25.7,26.1,28.3,28.7,21354,33.32985290212647,-2.461572640233022,0.3330448478398325,-1.0165189289174963,-0.09310850431235186
40383,447550.0,4,20,0.75,581825.0,1.046,647158.0,Acquisition/Demolition,50 - 99%,Single Family,1,10095,3.3,3.4,7.8,7.9,10.1,10.5,23805,60.033488170135726,0.2280510506830542,-1.081578821854663,0.2669923105275689,0.14832834219752788
40391,16850.0,16,16,0.75,295700.0,0.0,0.0,Acquisition/Demolition,50 - 99%,Manufactured Home,19,16558,3.8,4.1,11.0,11.3,12.7,13.0,35544,57.3123076023141,-0.3336514759824959,-0.16293887573543425,0.331985062164361,0.1292853007790122
40422,63625.0,1,12,0.75,726368.0,0.0,0.0,Acquisition/Demolition,50 - 99%,Manufactured Home,1,10397,4.0,4.1,9.3,9.8,11.0,11.3,25485,85.60868952283974,-0.0924818475094256,-0.3878267892598622,0.31900021774771603,0.2940609147273236
40475,267795.0,1,1,0.75,317132.0,10.477,3405070.0,Acquisition/Demolition,0 - 49%,Single Family,19,22880,3.2,3.5,8.2,8.5,9.8,10.2,62250,88.02633170901066,0.20131977368876172,0.0419311459874196,0.3488672092718145,0.3054999975519314
40484,396875.0,6,63,0.75,640450.8333333334,0.18216666666666667,50929.333333333336,Acquisition/Demolition,50 - 99%,Single Family,14,6852,5.2,5.6,9.3,9.6,10.4,10.6,11303,33.315183047904966,-0.16504762017970906,0.008681389134402473,0.3604005743034478,-0.09328899927876028
40489,304500.0,8,30,0.75,468616.5,0.5465,152788.0,Acquisition/Demolition,50 - 99%,Single Family,0,2690,4.3,4.5,6.7,6.8,7.4,7.6,4713,27.423806564001275,0.5004235182185528,0.04853836924814377,-0.7095336218891235,-0.17304961833476948
40505,1056750.0,7,49,0.75,1034625.0,5.512999999999999,7316296.0,Acquisition/Demolition,0 - 49%,Single Family,11,10453,0.1,0.1,4.6,4.9,6.8,7.1,26152,1265.1434311374865,2.3276482063460797,-1.4835084400867706,0.2923213103462049,1.4011029058335984
40815,411000.0,10,200,0.75,928895.0,0.0,0.0,Acquisition/Demolition,0 - 49%,Single Family,6,1003,39.8,40.7,45.2,45.6,46.7,47.1,1181,11.153089392068141,-3.7233518082564703,0.42027836069335023,-0.7125187019928081,-0.5408519104428722
40819,96000.0,3,60,0.75,928895.0,0.0,0.0,Acquisition/Demolition,50 - 99%,Single Family,6,450,25.3,26.0,43.8,44.7,52.2,52.7,506,13.947916769748481,-3.58594939413544,0.538666824777401,-0.7154527942554422,-0.4496295108236161
40829,67500.0,1,20,0.75,928895.0,0.0,0.0,Acquisition/Demolition,50 - 99%,Single Family,6,114,74.6,75.4,81.6,81.6,81.6,82.5,182,17.168768237099556,-4.998059095488428,0.5469174887828384,1.3205614495652642,-0.36474240967357263
40831,265000.0,6,120,0.75,928895.0,0.0,0.0,Acquisition/Demolition,50 - 99%,Single Family,6,2944,31.3,32.1,45.8,48.3,58.2,59.6,4876,36.594772923017175,-3.8371204558021543,0.3678755646249424,-0.6944934562573192,-0.05478858848387811
41017,1043000.0,10,124,0.75,1460680.6,1.439,2322300.8,Acquisition/Demolition,0 - 49%,Single Family,11,13985,1.0,1.1,3.7,3.9,4.9,5.0,40198,739.7772784175841,1.9777516520176608,-1.6455146911609462,-0.9258892138396364,1.1804666361005849
41041,75000.0,1,7,0.75,630630.0,0.0,0.0,Acquisition/Demolition,50 - 99%,Single Family,21,3961,6.8,7.9,13.2,13.6,14.4,14.7,6953,25.011534335433605,-0.882321215478786,-0.1837798568727854,0.2907068100773932,-0.21076874825282116
41049,173212.0,2,14,0.75,630630.0,0.0,0.0,Acquisition/Demolition,50 - 99%,Single Family,0,1474,7.1,7.2,8.3,8.5,10.2,10.2,2309,10.551220575843397,-0.17088079071176993,0.09667534433536336,-0.9889068615714868,-0.5634561577156343
41051,142000.0,2,4,0.75,168970.0,13.298,2974322.0,Acquisition/Demolition,0 - 49%,Single Family,11,10935,1.2,1.3,3.0,3.1,3.6,3.7,30694,407.2006295305282,2.3412411113989107,-1.3151773953959744,-0.9134304352097988,0.9349935525680372
41102,135000.0,1,3,0.75,399468.0,4.147,1108617.0,Acquisition/Demolition,50 - 99%,Single Family,24,10532,9.2,9.9,19.0,19.6,21.8,22.2,19457,146.83112849808072,-1.6694907255238018,0.6308485570419963,0.02823318590253992,0.5157146605396464
41129,57500.0,1,3,0.75,399468.0,4.147,1108617.0,Acquisition/Demolition,50 - 99%,Single Family,24,6552,18.3,19.2,29.2,29.6,32.8,33.3,10318,46.55802285702012,-2.6931017057800104,0.7009358760184501,0.01861155449442768,0.04399176531175498
41141,65200.0,2,36,0.75,444825.0,0.0,0.0,Acquisition/Demolition,50 - 99%,Single Family,29,1023,21.1,22.2,28.6,29.4,32.7,33.7,1968,11.66935646914494,-2.7525111138391267,0.367636759751678,-1.0539300746046016,-0.5224058242670523
41179,952188.0,23,292,0.75,426393.26086956525,0.29113043478260875,42866.086956521736,Acquisition/Demolition,50 - 99%,Single Family,29,3711,23.5,24.1,30.5,30.9,35.2,35.9,7535,8.921991480998354,-2.904416597123416,0.14738377190125845,-1.046073873523269,-0.6317232071121666
41224,46900.0,1,2,0.75,182108.0,4.492,1180601.0,Acquisition/Demolition,0 - 49%,2-4 Family,6,2924,45.2,45.9,57.6,57.9,60.6,60.7,5923,25.26065365189001,-4.208137591279338,0.7055540647088274,-1.023000195540786,-0.20670929775922967
41240,119500.0,1,1,0.75,129557.0,1.073,148888.0,Acquisition/Demolition,50 - 99%,Single Family,6,3176,48.7,49.4,62.5,62.9,67.1,67.5,6659,57.353575950242565,-4.4026704758887805,0.6819728257010244,-1.0075401556528565,0.12958078513691013
41501,1841619.0,16,375,0.75,3025621.0,0.0,0.0,Acquisition/Demolition,50 - 99%,Single Family,6,71,45.1,49.3,54.9,54.9,57.7,57.7,22090,42.43794004556102,-4.1384953032688605,0.6909330099929654,-0.921131881820744,0.0059747200198617826
41712,71033.0,1,1,0.75,78402.55,25.421999999999997,2298177.0,Acquisition/Demolition,50 - 99%,Single Family,6,234,31.6,33.3,51.3,52.1,52.1,52.6,411,30.487402323481284,-3.8276811297256916,1.0449304530733066,-0.9009519223404108,-0.129650307017614
42001,272491.0,5,75,0.75,654949.0,0.0,0.0,Acquisition/Demolition,50 - 99%,Single Family,28,14623,1.1,1.3,6.0,6.4,7.9,8.4,29489,155.32100837333454,1.0879723255428666,-0.3444372500464211,2.0501907500702523,0.538814615527957
42003,330341.0,5,75,0.75,654949.0,0.0,0.0,Acquisition/Demolition,50 - 99%,Single Family,28,15393,1.7,1.8,6.6,7.0,11.4,14.3,28164,156.22110878103908,0.46022799519123,-0.2105520259692117,1.998346559228408,0.5411892957531488
42029,150000.0,1,1,0.75,243872.0,1.15,433341.0,Acquisition/Demolition,0 - 49%,Non-residential - Public,14,3935,2.4,2.6,7.3,7.8,13.5,14.2,6354,52.716618696673116,0.14212165585986794,-0.18913125351887206,1.8284146488603108,0.09497572705046424
42103,247766.0,1,1,0.75,247767.0,9.199,2632890.0,Acquisition/Demolition,0 - 49%,Non-residential - Public,28,7982,1.0,1.1,5.7,6.5,9.2,9.8,20798,113.25032444301223,1.029544189132239,-0.5076835483655959,0.8867370209875804,0.4090099587175149
42240,3700445.0,30,819,0.75,4021093.922666668,1.4536666666666667,6053665.3,Acquisition/Demolition,50 - 99%,Single Family,1,18448,2.2,2.2,7.1,7.4,11.6,11.9,41027,58.93670095174605,0.3739275588297877,-0.6593237069760686,1.0696851486719283,0.14075869801024238
42301,1211636.0,9,81,0.75,1083562.0,1.0,1126162.0,Acquisition/Demolition,0 - 49%,Single Family,1,19115,0.7,0.7,6.1,7.0,12.0,12.9,44079,99.51106584769971,0.9099013657331596,-1.0400705494254063,0.33634066989537303,0.35587571447986033
43062,110000.0,1,1,0.75,118598.0,1.537,182327.0,Acquisition/Demolition,50 - 99%,Single Family,8,13224,1.1,1.2,4.8,5.2,6.6,6.9,29241,143.19614400663392,1.4467506326338349,-1.5106091359358376,-1.2984331623648602,0.5054132782809176
43146,148800.0,1,1,0.63,177500.0,1.0570000000000002,187600.0,Acquisition/Demolition,100%,Single Family,8,4756,3.0,3.2,6.6,6.9,8.0,8.3,12683,61.31259509936157,0.5906434372099666,-2.0286743552040334,-1.2490762617418634,0.15698380644990034
43223,1279918.0,15,240,0.75,1918159.0,4.342,12881983.0,Acquisition/Demolition,0 - 49%,Single Family,11,9853,0.6,0.6,4.5,5.4,8.3,9.1,26754,1024.4365685027913,1.5159482598837648,-1.6991665020767517,-1.2871531100642084,1.3143247073460784
43229,447500.0,3,9,0.75,490886.0,1.689,963225.0,Acquisition/Demolition,0 - 49%,Single Family,11,11837,0.0,0.0,1.2,1.9,4.1,4.7,54632,2393.336368374035,3.985278631691594,-2.1781225682723204,-0.4431647893573047,1.6632440630731538
43348,25260.0,2,2,0.64,49995.0,2.1470000000000002,112483.5,Acquisition/Demolition,50 - 99%,Single Family,11,2544,0.6,0.6,4.1,4.2,9.8,9.9,1759,319.78847056209867,1.5536912874477786,-2.070380248339072,0.16899682001023358,0.8356504057534175
43449,89714.0,1,9,0.64,276669.0,1.6059999999999999,674640.0,Elevation,0 - 49%,Single Family,29,6853,5.0,5.6,27.9,28.6,49.4,50.0,8246,37.628613732437096,-2.4202191504968513,-1.5277524467294876,-0.6722819603662075,-0.04336294598771822
43452,187473.0,3,27,0.64,276669.0,1.6059999999999999,674640.0,Elevation,0 - 49%,Single Family,8,13681,0.1,0.1,8.7,9.1,13.7,14.4,13757,113.22501322844612,1.1981410073056424,-1.3657099476742671,-1.2246672308566453,0.408918121827798
43512,1267500.0,28,756,0.75,1680683.0,0.0,0.0,Acquisition/Demolition,0 - 49%,Vacant Land,15,18559,7.2,7.2,20.8,20.8,28.8,28.8,28109,49.6193768021281,-1.8330433958334291,-2.1139645551531063,-0.469958892261327,0.07012498489610057
43609,60400.0,5,153,0.666,763573.4,0.9714,340137.0,Acquisition/Demolition,50 - 99%,Single Family,9,10557,3.2,3.3,7.5,8.1,11.3,11.6,21601,1631.1848778642675,0.15746018982146753,-1.6763798136557109,-0.6807600923772709,1.5055963367222511
43612,233385.0,4,20,0.75,473076.0,0.0,0.0,Acquisition/Demolition,50 - 99%,Single Family,11,12460,1.1,1.1,5.0,6.0,8.9,9.3,29302,978.133335576544,1.1344927154745743,-1.7125995626929786,-0.7080210871587803,1.2953066520290712
43615,72999.0,1,5,0.75,473076.0,0.0,0.0,Acquisition/Demolition,50 - 99%,Single Family,11,13417,0.3,0.3,5.3,5.9,10.2,10.9,40658,968.5669784981607,1.508843202776292,-1.3071022473364278,-1.4278004203465442,1.2912654103952306
43717,207000.0,4,16,0.75,238192.0,0.0,0.0,Acquisition/Demolition,50 - 99%,Single Family,12,367,30.2,30.2,53.1,53.1,60.5,60.5,155,219.46498683918028,-3.941176123949354,-0.732559005527791,-1.1761598585573736,0.6808968830342157
43723,325000.0,6,186,0.73,1428608.0,10.344,21144358.0,Acquisition/Demolition,0 - 49%,Single Family,18,4082,6.1,6.4,12.9,13.4,15.7,15.9,5202,113.40131977162257,-0.8624034945787221,-0.4986942538404495,-1.2196756349954505,0.4095573906103324
43724,61701.0,1,3,0.72,134319.0,0.0,0.0,Acquisition/Demolition,50 - 99%,Single Family,15,7335,11.3,11.7,16.0,16.1,17.5,17.9,9237,22.985482638411998,-1.4129828899165169,-0.620602342921298,-1.1651476643349945,-0.2453622737331884
43730,34000.0,1,1,0.75,46374.0,0.0,0.0,Acquisition/Demolition,0 - 49%,Single Family,29,2997,7.1,7.9,21.7,22.4,25.4,25.9,2063,17.170258645102464,-1.8019310460597195,-0.3270144930220992,-1.1872679148117278,-0.36470691987554776
43733,483000.0,14,434,0.7300000000000002,1428608.0,10.343999999999998,21144358.0,Acquisition/Demolition,0 - 49%,Single Family,0,175,5.7,5.7,7.4,7.4,8.0,8.0,17,7.113435019189536,0.2482595138319545,,-1.2034982192803607,-0.7237221720088269
43749,137248.0,6,186,0.73,1428608.0,10.344,21144358.0,Acquisition/Demolition,0 - 49%,Single Family,15,4173,7.2,7.5,10.6,10.8,12.1,12.3,2142,8.388034912270083,-0.5415767252975278,-0.5242339982653245,-1.2784287325394852,-0.656810988438937
43756,849395.0,22,484,0.75,854474.5454545454,1.0036363636363637,873886.7272727273,Acquisition/Demolition,50 - 99%,Single Family,29,6180,20.4,20.6,26.7,26.8,29.0,29.0,4669,12.65275409319576,-2.542187379628641,-0.5340380752826582,-1.1590635600287509,-0.4894059158924934
43772,109000.0,2,62,0.73,1428608.0,10.344,21144358.0,Acquisition/Demolition,0 - 49%,Single Family,15,2049,7.1,7.4,12.3,12.4,14.8,14.9,1867,21.116184311150086,-0.8250448195903649,-0.4985527060361187,-1.2034982192803607,-0.2800858892344721
43773,89000.0,3,93,0.73,1428608.0,10.344,21144358.0,Acquisition/Demolition,0 - 49%,Single Family,15,3847,12.3,13.3,18.7,19.0,20.1,20.2,3327,12.151354821277385,-1.7109233708147389,-0.6108005786488284,-1.2466731200999583,-0.5059004095977145
43779,56979.0,2,6,0.72,134319.0,0.0,0.0,Acquisition/Demolition,50 - 99%,Single Family,15,1271,12.0,12.2,14.6,14.9,15.4,15.7,840,9.188618412790216,-1.254018410789567,-0.5918055384828094,-0.64530103148674,-0.6197464193496545
43905,50800.0,1,36,0.75,1239869.0,0.0,0.0,Acquisition/Demolition,50 - 99%,Single Family,12,331,63.1,65.0,77.6,77.6,81.0,81.3,209,208.68821979961936,-4.871392590468276,,-0.8523646976579218,0.6602008752874948
43906,956081.0,33,1152,0.75,1239869.0,0.0,0.0,Acquisition/Demolition,50 - 99%,Single Family,12,7898,16.3,16.6,33.2,33.4,43.1,43.3,8344,99.95470532882084,-2.9682153493769037,-0.5568105053253666,-1.2690749592096446,0.3577031233746022
43914,366873.0,15,224,0.7400000000000001,968419.0,1.9540000000000004,3001071.0,Acquisition/Demolition,0 - 49%,Single Family,6,97,17.5,17.5,72.2,72.2,79.4,79.4,277,183.56442349173997,-4.181858892207716,,-1.1657060924306166,0.6074777930546211
43940,23000.0,1,1,0.75,31560.0,0.0,0.0,Acquisition/Demolition,100%,Single Family,12,332,27.1,27.1,34.9,34.9,39.2,39.2,318,199.90671020190575,-3.158818461140968,,-0.8508815382040162,0.6425307777851579
43946,181815.0,1,16,0.74,968419.0,1.954,3001071.0,Acquisition/Demolition,0 - 49%,Single Family,29,2285,16.5,17.0,29.6,29.8,35.5,35.7,2259,14.822271029785972,-2.712824962228209,-0.4936097593080658,-0.7052535174683263,-0.42479952396824605
44011,160598.0,1,1,0.75,211535.03,0.0,0.0,Acquisition/Demolition,0 - 49%,Single Family,9,10783,0.9,0.9,9.2,10.1,15.8,16.4,22999,426.77696547456185,0.2557021820130231,-2.093822251130033,-0.7584578517920288,0.9542981649495778
44077,1894410.0,56,1130,0.7171428571428569,2552258.714285714,0.0,0.0,Acquisition/Demolition,50 - 99%,Multi-Family Dwelling - 5 or More Units,8,26478,1.5,1.5,5.7,6.1,7.7,8.1,56579,359.6854589789952,1.057432847191423,-2.032840941711184,-1.1285779029672562,0.8839838248453176
44113,496000.0,4,12,0.36999999999999994,708897.0,1.206,723816.0,Acquisition/Demolition,0 - 49%,Single Family,9,7488,2.0,2.1,7.4,8.8,11.0,11.5,20310,2047.7914805824805,0.3520513928398876,-2.0764242159288866,-1.1337312948177791,1.5991262524947518
44125,447706.0,4,23,0.6924999999999999,867431.75,0.43524999999999997,625514.0,Acquisition/Demolition,0 - 49%,Single Family,9,13473,1.8,2.0,7.5,8.0,9.8,10.1,27743,753.3074809001947,0.5257377837945729,-1.7058314140163235,-0.7269990586836159,1.187918793160061
44133,352000.0,2,4,0.75,395503.0,1.028,439491.0,Acquisition/Demolition,0 - 49%,Single Family,11,11835,0.6,0.7,3.7,4.0,4.8,5.0,30092,548.2693576734416,2.1776539908483312,-1.489956897797584,-0.7453702106787753,1.05729054682167
44212,132000.0,1,1,0.68,167006.0,2.018,308610.0,Acquisition/Demolition,0 - 49%,Single Family,11,18218,0.2,0.2,2.3,2.6,3.5,3.8,44625,795.6618855811998,3.232538635456767,-1.5607124354117508,-1.2041433954708722,1.2104101872912236
44215,226479.0,8,348,0.4275,865010.75,2.04375,1952642.75,Acquisition/Demolition,0 - 49%,Single Family,9,2014,0.7,0.8,10.9,11.8,17.0,17.6,2209,579.5866384945755,0.1332157556486669,-1.585613656957306,-1.2686005635038085,1.0801293558091802
44216,187500.0,2,4,0.75,252035.0,1.09,303532.0,Acquisition/Demolition,0 - 49%,Single Family,8,4661,2.3,2.5,6.9,7.1,8.5,8.6,9353,155.47387474557215,0.6352228024435205,-1.2030276421668031,-0.799994308476582,0.5392188815133098
44221,286047.0,4,20,0.75,501971.0,1.0,559856.0,Acquisition/Demolition,0 - 49%,Single Family,11,12777,0.0,0.1,2.2,2.5,3.8,4.1,29473,1750.9079348452897,3.5526591355216826,-1.7755262944777814,-1.2423257530839782,1.5347207058775372
44224,185000.0,1,1,0.75,196502.0,1.179,270592.0,Acquisition/Demolition,0 - 49%,Single Family,11,15289,0.4,0.5,7.6,8.0,9.7,10.1,39348,762.4110060310454,1.133609898552553,-1.479515342490588,-0.7788896207489149,1.192857888596256
44446,24225.0,1,1,0.75,31398.0,1.038,38829.0,Acquisition/Demolition,0 - 49%,Single Family,11,11698,0.4,0.5,3.2,3.5,6.3,6.7,20151,573.8232380670765,2.2019138295641727,-1.6027303058504878,-1.2646631389033096,1.0760203960018953
44622,640000.0,5,30,0.75,806697.0,0.0,0.0,Acquisition/Demolition,0 - 49%,Single Family,18,10362,6.0,6.4,16.1,16.7,19.4,19.9,18112,127.69375247952156,-1.2331464297712031,-0.6750664412950608,-1.3378805772674958,0.4583298693917833
44641,352550.0,4,32,0.65,430028.0,4.636,5229253.0,Acquisition/Demolition,0 - 49%,Vacant Land,8,11065,1.6,1.7,5.9,6.2,7.9,8.3,20221,144.17715213026787,0.9726211356643204,-1.0748832972719642,-0.8558074652132326,0.5082189327483859
44644,697174.0,12,156,0.17999999999999997,912205.0,0.0,0.0,Acquisition/Demolition,50 - 99%,Single Family,15,3852,5.0,5.1,15.6,16.2,21.9,22.4,4790,83.53662613669545,-1.2145582888699709,-0.7301332457779048,-0.8743691093451861,0.2839971616055172
44683,252094.0,9,99,0.5499999999999999,549575.0,1.007,540536.0,Acquisition/Demolition,0 - 49%,Single Family,15,5783,6.4,6.6,15.5,16.1,23.8,24.3,8292,46.76691443167308,-1.396553518577309,-0.6634393196704459,-1.3294361720450896,0.04582873788093853
44688,112900.0,2,4,0.75,141306.0,1.1880000000000002,431438.0,Acquisition/Demolition,0 - 49%,Single Family,29,2508,12.4,12.6,26.8,27.4,30.7,30.9,2961,49.75791957113749,-2.373398983072124,-0.6162261783368493,-1.3335586378956967,0.07126926478242099
44691,265671.0,9,63,0.6799999999999999,573822.0,10.06,8263504.0,Acquisition/Demolition,0 - 49%,Single Family,8,20960,2.1,2.2,5.8,6.1,7.3,7.5,45195,111.29301104269472,0.9448608577683736,-1.1827377993658177,-1.3237573966476808,0.4018469912468558
44720,1845350.0,13,169,0.75,2026985.0,0.0,0.0,Acquisition/Demolition,0 - 49%,Single Family,11,18745,0.3,0.3,5.1,5.5,7.9,8.4,38810,440.0135811251883,1.7743077203513935,-1.1145553721205774,-1.320942544230489,0.9668557114255802
44820,661515.0,27,361,0.6023076923076925,501861.23076923075,0.6830769230769234,720477.6923076923,Acquisition/Demolition,50 - 99%,Single Family,8,13461,3.2,3.2,8.7,9.2,11.6,12.3,17374,41.894109212493156,0.011755846688277151,-2.0912603069785405,-0.5409658440273212,0.0006834871914257253
44827,5087.0,1,1,0.72,9190.0,0.0,0.0,Acquisition/Demolition,50 - 99%,Manufactured Home,8,5359,1.9,2.0,9.4,9.9,11.6,12.0,6832,55.50169892308913,0.18254764734014606,-1.8972681450913265,-1.3537745065480886,0.1161076516738984
44875,1709634.0,43,697,0.708048780487805,1427513.975609756,4.281512195121952,3646920.8292682925,Acquisition/Demolition,50 - 99%,Single Family,8,8161,2.0,2.1,6.9,7.3,10.0,10.5,13353,65.1983081270968,0.5402211931935725,-1.885538036346002,-1.3344454460932218,0.1822128845015895
45014,1751437.0,14,157,0.75,1904158.3076923077,1.3496153846153844,4924524.846153846,Acquisition/Demolition,0 - 49%,Single Family,8,17236,0.4,0.4,7.0,7.9,13.9,14.8,43620,775.4630133742482,0.9005438275584566,-1.898864100363756,-0.9850782342415156,1.1998373024182565
45140,100000.0,1,1,0.75,135500.0,3.2950000000000004,446509.0,Acquisition/Demolition,0 - 49%,Single Family,9,24526,3.6,3.7,6.9,7.3,8.7,8.8,56357,469.73385585032617,0.4126681448383917,-1.993056911617488,-0.9706840627037818,0.9937276790457914
