zip,actualAmountPaid,numberOfProperties,numberOfFinalProperties,costSharePercentage,projectAmount,benefitCostRatio,netValueBenefits,propertyAction,damageCategory,structureType,cluster_label,count_property,pct_fs_risk_2020_5,pct_fs_risk_2050_5,pct_fs_risk_2020_100,pct_fs_risk_2050_100,pct_fs_risk_2020_500,pct_fs_risk_2050_500,total_population,pop_density,Log Flood Risk,Log Fire Risk,Quake Risk,Log Population Density
24301,120250.0,5,17,0.75,143942.8,1.5126,443846.2,Acquisition/Demolition,0 - 49%,Single Family,24,10537,7.6,8.4,16.4,16.7,18.4,18.9,14164,68.17355541335886,-1.3143711222347223,-0.16750122892628422,0.6063780795402098,0.2005355382519528
24312,220000.0,1,4,0.75,810162.0,1.009,817170.0,Acquisition/Demolition,0 - 49%,Single Family,21,2785,10.4,11.3,12.9,13.1,14.4,14.5,1678,17.36074809967317,-1.0328415752975608,0.014473469411190704,-0.7231935573163188,-0.3601959869259025
24416,491243.0,14,160,0.75,608945.5714285715,0.0,0.0,Acquisition/Demolition,50 - 99%,Vacant Land,29,8138,17.6,17.5,28.7,29.0,37.4,37.8,8756,60.8508112335351,-2.756713778699237,0.37925649873398143,-1.2281614938763266,0.15387997800001255
24426,102265.0,1,1,0.75,120979.0,1.876,226948.0,Acquisition/Demolition,0 - 49%,Single Family,24,13538,15.7,16.1,23.5,24.0,27.7,28.5,13451,15.602325098364826,-2.2944514326052943,0.09727359316067227,-0.08447111325595129,-0.4038460162333786
24483,197313.0,4,56,0.75,778391.0,0.0,0.0,Acquisition/Demolition,100%,Single Family,29,874,24.9,24.8,31.5,31.9,33.3,33.4,582,3.123834885402466,-2.897244494100609,0.2545045972937676,-0.2457714274991966,-1.054911148739654
24605,1010840.0,4,5,0.75,455212.0,2.7957500000000004,1275446.0,Acquisition/Demolition,50 - 99%,Non-residential - Public,24,6112,16.2,17.1,28.0,28.3,30.5,31.0,7870,63.10024458440547,-2.5384681154776967,0.4324503448383279,0.5948250059674072,0.1687831493168215
24701,624664.0,6,103,0.75,587969.8333333334,1.4681666666666668,1511941.8333333333,Acquisition/Demolition,50 - 99%,Single Family,24,15752,9.1,10.6,20.1,21.1,23.0,23.5,19800,118.65656533338057,-1.785886932896276,0.4442616949769606,0.6113910197496909,0.42816990856815423
24724,27780.0,1,12,0.75,330463.0,0.0,0.0,Acquisition/Demolition,50 - 99%,Single Family,18,130,3.8,7.7,13.8,17.7,20.8,22.3,107,262.42341896021463,-1.2104820769486242,-0.04023404807101087,-0.919867225300228,0.754379337555856
24733,29520.0,1,12,0.75,330463.0,0.0,0.0,Acquisition/Demolition,50 - 99%,Single Family,24,661,12.9,14.2,22.1,22.2,23.0,23.3,583,38.78380893725312,-1.993854739278749,0.7106257426685754,0.5429571527302371,-0.030960779720663276
24736,327433.0,10,130,0.75,415571.0,0.0,0.0,Acquisition/Demolition,50 - 99%,Single Family,24,1513,20.8,22.0,31.1,31.6,33.8,34.0,584,7.8878135724986835,-2.8316960481764464,0.6721658586918027,0.5449171584897057,-0.6817889142745558
24740,223159.0,7,211,0.6785714285714286,1295077.0,0.37885714285714284,113465.71428571429,Acquisition/Demolition,50 - 99%,Single Family,24,18974,8.9,9.6,17.6,18.3,19.6,20.2,30073,72.41034489057144,-1.5067174750198216,0.5206513382843041,0.6067204553021693,0.2252939911424576
24747,127740.0,3,36,0.75,330463.0,0.0,0.0,Acquisition/Demolition,50 - 99%,Single Family,24,2625,19.2,19.7,29.7,30.5,32.3,32.5,2958,28.72009145455816,-2.7133488557366072,0.6947032936344032,0.5641197629635886,-0.15412449741095313
24801,917902.0,28,1815,0.75,2716657.75,0.5906071428571428,618926.6071428572,Floodproofed,50 - 99%,Single Family,6,5608,39.2,40.1,51.1,51.3,52.5,52.7,4051,28.48100206781496,-3.9176473812192953,0.3897266815052864,0.4178493206954527,-0.15755021134854064
24808,234025.0,10,157,0.75,406962.7,0.10069999999999998,33526.2,Acquisition/Demolition,50 - 99%,Single Family,6,1623,46.7,47.1,53.7,54.1,56.4,56.4,518,12.25112478569992,-4.100417687645094,0.4056443104382385,-0.9103943446776332,-0.50256513367302
24811,30000.0,1,81,0.75,3422245.0,0.0,0.0,Acquisition/Demolition,100%,2-4 Family,6,762,45.9,46.1,58.4,58.5,59.7,59.7,678,16.759811751223587,-4.209479465434488,,0.4165300101725377,-0.37459812431049305
24813,14460.0,1,81,0.75,3422245.0,0.0,0.0,Acquisition/Demolition,50 - 99%,Single Family,6,594,60.9,60.6,76.6,76.1,77.9,77.4,155,4.652830549464767,-4.794684532607081,,-0.8807338907810991,-0.8952868474124311
24815,12120.0,1,81,0.75,3422245.0,0.0,0.0,Acquisition/Demolition,100%,Single Family,6,832,55.8,56.0,75.2,76.0,77.5,77.9,723,13.037957063572915,-4.74768165217833,0.2288690409750987,0.5190810061093039,-0.4771686006936855
24818,490640.0,11,260,0.75,1233053.4545454546,1.2954545454545459,1935352.7272727273,Acquisition/Demolition,50 - 99%,Single Family,6,1562,37.6,37.9,53.8,54.4,60.0,60.0,1214,18.281617138242034,-4.054787849931419,0.4770070243246034,0.3140846560792204,-0.3390608412134637
24828,41739.0,1,1,0.75,59864.0,6.0200000000000005,437366.0,Acquisition/Demolition,0 - 49%,Single Family,6,1134,41.2,42.6,62.3,62.5,63.8,63.8,815,14.346728747807832,-4.278657653699761,0.4612183513382069,-0.9381746093559032,-0.4381177503070181
24839,248381.0,4,21,0.75,505743.75,0.82275,645636.0,Acquisition/Demolition,50 - 99%,Single Family,6,1248,55.1,56.0,66.9,67.6,70.1,70.2,1559,12.92825830006622,-4.5567556413844335,0.4777966355886323,0.3215141839034313,-0.4806166368895198
24844,66500.0,2,94,0.75,1943902.0,0.5035,167631.0,Acquisition/Demolition,100%,Single Family,6,3018,34.4,35.0,59.0,59.2,60.1,60.1,1178,8.044452304971522,-4.092280390430191,0.4255133684825143,0.3866704998893571,-0.6738029771104932
24845,28520.0,1,22,0.75,1236820.0,1.425,2128888.0,Acquisition/Demolition,100%,Single Family,6,261,61.3,62.8,70.9,71.3,72.4,73.2,452,52.39473497827299,-4.688252196030311,,-0.9263864345607578,0.09246191028803984
24847,98000.0,1,12,0.75,312978.0,1.003,264828.0,Acquisition/Demolition,0 - 49%,Single Family,6,245,31.0,31.0,38.8,44.1,51.8,51.4,258,55.76170817563901,-3.6033307488205613,,0.4089256185677575,0.11802616900835446
24849,338658.0,5,125,0.75,994625.4,2.4198,1086455.2,Acquisition/Demolition,50 - 99%,Single Family,6,405,58.8,59.8,64.4,64.4,66.7,66.4,212,7.881589087478909,-4.505153957397228,0.403889416961946,0.3028693221743,-0.6821094845331438
24853,296683.0,13,411,0.75,1371794.3846153845,1.867615384615385,1128767.8461538462,Acquisition/Demolition,50 - 99%,Single Family,6,1212,46.0,46.3,52.1,53.9,57.1,57.3,436,7.715841963204673,-4.0904352166369335,0.27032841148136233,0.4395271175296706,-0.6907389505224971
24857,268004.0,3,50,0.75,1013859.6666666666,1.3156666666666668,1706208.0,Acquisition/Demolition,50 - 99%,Single Family,6,777,27.2,28.6,63.6,64.6,74.3,74.5,575,26.924587041219674,-4.242768426758813,,-0.991355258696849,-0.18057676141893544
24860,1240821.0,29,973,0.75,1035934.0,0.41951724137931035,188532.6551724138,Acquisition/Demolition,50 - 99%,Single Family,6,563,37.5,43.0,77.4,77.4,79.6,79.6,246,15.952226324480606,-4.63355699809726,0.4750005301129282,-0.9859095315801202,-0.3947831512287465
24862,20000.0,1,4,0.75,66644.0,2.3320000000000003,452047.0,Acquisition/Demolition,50 - 99%,Single Family,6,498,56.4,56.6,59.6,59.6,60.6,60.6,602,21.687209413459335,-4.335630613379044,0.5281764879338463,0.3413380370671242,-0.26916428467379816
24867,22834.0,1,12,0.75,312978.0,1.003,264828.0,Acquisition/Demolition,100%,Single Family,6,367,3.8,4.1,73.0,73.0,74.7,74.7,426,12.493451935490851,-3.446867658270544,,0.3800298652890343,-0.4945751103151481
24868,425414.0,24,900,0.75,1598420.5217391304,2.5273043478260866,3067077.1739130435,Acquisition/Demolition,50 - 99%,Single Family,6,3490,44.9,45.5,56.6,57.1,57.9,58.0,1114,10.630527808854787,-4.151940488388812,0.4641570044583494,-0.9289346444613,-0.5604055945229457
24870,917200.0,20,305,0.75,829312.8,0.07125000000000001,106444.4,Acquisition/Demolition,50 - 99%,Single Family,6,2167,46.7,48.0,69.3,69.8,73.2,73.3,2711,26.87068005002962,-4.547638662471425,0.4259240335565235,0.2292616694122837,-0.1813978650902207
24871,1.0,7,35,0.75,1272289.0,5.5920000000000005,7936056.0,Acquisition/Demolition,50 - 99%,Single Family,6,360,67.5,66.9,70.3,70.6,70.6,70.8,201,8.873747107478517,-4.69268789356766,,0.5026376301174856,-0.6339280948733867
24872,99360.0,3,243,0.75,3422245.0,0.0,0.0,Acquisition/Demolition,100%,Single Family,6,614,45.6,46.4,53.7,53.7,55.2,55.2,583,7.266010773138442,-4.069667023193088,0.4218319663161553,-0.9202573235109024,-0.7151148348431672
24874,185180.0,8,187,0.75,846373.875,1.164,316396.5,Acquisition/Demolition,100%,Single Family,6,2716,38.8,40.0,50.7,50.8,52.7,52.9,3151,18.434043507150786,-3.9103862654262262,0.5320977882921796,-0.977292580624183,-0.3356648983228111
24879,60000.0,1,2,0.75,91450.0,0.0,0.0,Acquisition/Demolition,0 - 49%,Single Family,6,451,53.9,55.0,68.3,68.3,68.7,69.0,602,14.861468891785696,-4.5445275842090185,0.3495380607441181,-0.8628811907791413,-0.4237207359069381
24881,186640.0,4,324,0.75,3422245.0,0.0,0.0,Acquisition/Demolition,50 - 99%,Single Family,6,952,39.7,40.4,50.5,50.9,57.0,56.9,373,11.864681305753665,-3.982251208812296,,-0.9181553659669124,-0.5156371424933462
24970,407072.0,5,13,0.75,230026.6,1.1081999999999999,170620.0,Acquisition/Demolition,0 - 49%,Single Family,29,3729,15.0,16.3,21.9,22.1,23.8,24.1,4508,43.068931145973025,-2.0846621412748,0.18341988149448493,-1.114804424210199,0.012029855861259346
25008,13500.0,1,9,0.75,261292.0,1.4169999999999998,744698.0,Acquisition/Demolition,50 - 99%,Multi-Family Dwelling - 5 or More Units,6,200,55.5,56.0,63.0,63.0,65.0,65.5,205,6.999677878238519,-4.440329821330433,0.5020927664972721,-1.0694550979936377,-0.7302589263975892
25015,70000.0,1,4,0.75,465350.0,1.052,489455.0,Acquisition/Demolition,0 - 49%,Single Family,6,2412,57.8,58.2,86.4,86.5,89.3,89.3,3778,56.799007301288384,-4.999440069547208,0.4177957419244181,-1.090506900078711,0.12559217865998154
25036,30780.0,1,4,0.75,263478.0,0.595,145019.0,Acquisition/Demolition,50 - 99%,Single Family,6,226,56.2,58.8,64.6,65.0,65.0,65.0,163,7.564612113375808,-4.475678707866548,,-1.086648076457794,-0.6987737694272843
25045,1367500.0,18,128,0.7322222222222222,568106.1883333331,2.328722222222222,1292700.388888889,Acquisition/Demolition,50 - 99%,Single Family,6,4619,42.3,42.5,47.5,47.7,48.1,48.2,5061,13.532899525601144,-3.8108517684597594,0.1902925497614072,-1.0740302175437308,-0.4619613611431613
25060,232400.0,8,69,0.75,281009.63625,1.7074999999999998,996610.75,Acquisition/Demolition,50 - 99%,Single Family,6,585,64.4,65.6,77.8,78.6,80.0,80.5,336,5.201243865086422,-4.8753049216465465,0.6477984173671185,-1.0606010154611267,-0.8503807180744519
25064,56000.0,1,4,0.75,301032.0,1.5670000000000002,680008.0,Acquisition/Demolition,50 - 99%,Single Family,12,5805,34.9,35.4,54.7,54.9,67.9,68.1,9033,508.3875217512529,-4.1398458887283835,0.2371246890926101,-1.1033685570176577,1.0262396826890154
25071,364400.0,3,13,0.75,394745.3333333333,1.3796666666666668,643664.6666666666,Acquisition/Demolition,50 - 99%,Single Family,6,7066,31.4,31.7,40.4,40.7,41.7,41.8,11904,44.45647312054603,-3.412525986630845,0.24909631924697698,-0.07788595056158681,0.025039500169738826
25103,85000.0,1,1,0.75,112918.0,1.381,166513.0,Acquisition/Demolition,0 - 49%,Single Family,6,320,45.9,46.3,87.5,87.8,93.1,93.1,304,27.83413528909641,-4.939146442680998,0.2921321110909563,-1.0884891074771963,-0.16696428252673862
25115,20700.0,1,28,0.75,994627.0,1.9509999999999998,2497384.0,Acquisition/Demolition,100%,Single Family,6,175,56.6,56.0,57.1,57.1,57.7,57.1,110,5.264934873234249,-4.250659186057148,0.20590398669908455,-1.087029742971304,-0.8454695716910919
25119,33000.0,1,4,0.75,162155.0,1.064,384771.0,Acquisition/Demolition,100%,Single Family,6,480,53.1,54.2,61.0,61.9,63.5,63.3,124,4.053100850955062,-4.3762891707476745,0.5827354608405284,0.09481637153285456,-0.9507548370147036
25130,306140.0,4,10,0.75,193657.0,6.70925,2347774.25,Acquisition/Demolition,0 - 49%,Single Family,29,2329,20.1,20.5,34.7,34.7,39.6,39.7,3152,53.77059838692299,-3.0282628880914246,0.453084301555565,-1.0624054714340812,0.10310108375757678
25143,120577.0,1,1,0.75,82600.0,2.289,276000.0,Acquisition/Demolition,0 - 49%,Single Family,12,5280,28.9,29.0,55.4,55.9,60.5,60.8,7890,347.47242218401345,-3.9635731743053135,0.16431023720870516,-1.1116642114545463,0.8697822639450975
25152,73380.0,1,28,0.75,994627.0,1.9509999999999998,2497384.0,Acquisition/Demolition,100%,Manufactured Home,6,289,52.9,51.9,63.7,63.3,66.1,66.1,285,31.12111694453092,-4.4290031501500495,,0.09481637153285456,-0.12121756027740127
25161,69500.0,2,56,0.75,994627.0,1.9509999999999998,2497384.0,Acquisition/Demolition,0 - 49%,Single Family,6,317,85.8,86.1,89.6,89.6,89.6,89.9,401,13.731764533454738,-5.219331714328908,0.3317897846668668,-1.0853502428358537,-0.4560061094470804
25177,2772033.0,18,65,0.75,690205.7222222222,1.3741666666666668,990823.0555555555,Acquisition/Demolition,0 - 49%,Single Family,12,15071,25.1,25.8,52.5,52.6,57.6,57.8,22737,292.2073365593647,-3.8112844865464486,0.6531587457198056,-1.1116642114545463,0.7985717215330698
25186,59130.0,2,8,0.75,263478.0,0.595,145019.0,Acquisition/Demolition,50 - 99%,Single Family,6,701,79.2,79.7,87.2,87.2,89.6,89.7,1104,47.78010556720027,-5.158162528855193,0.5016220724142858,-1.086648076457794,0.05462404134267327
25202,60000.0,1,1,0.75,74885.0,1.4420000000000002,108001.0,Acquisition/Demolition,100%,Manufactured Home,6,1022,34.7,34.8,64.5,64.4,66.8,66.8,1239,41.882054455730035,-4.257892105351857,0.6831558976321473,-1.105595470399152,0.0005654249905039394
25248,220961.0,1,1,0.75,249861.0,2.7350000000000003,334134.0,Acquisition/Demolition,0 - 49%,Single Family,6,19,31.6,31.6,42.1,42.1,42.1,42.1,3452,18.132203503056623,-3.452484630209933,0.17960611453716874,-0.12843000921093367,-0.34241710466880554
25275,2.0,2,12,0.5,214201.0,1.365,292336.0,Acquisition/Demolition,100%,Single Family,29,298,31.2,32.2,35.9,35.9,37.2,37.9,1755,10.51682651793537,-3.2195669978272097,-0.07234237509889231,-1.1128913455833178,-0.5647861975078851
25302,664678.0,8,30,0.75,402817.0,0.6392500000000001,286312.375,Acquisition/Demolition,50 - 99%,Single Family,12,9556,20.8,21.3,40.7,40.9,42.7,42.9,13312,420.5872398785454,-3.249291754277312,0.2456000542751708,-0.059037134357305926,0.9482917551288358
25306,472900.0,5,31,0.75,622925.4,0.7156,410508.6,Acquisition/Demolition,50 - 99%,Single Family,6,3840,54.8,56.0,80.8,81.2,84.3,84.5,7106,73.69326217712711,-4.873646031661816,0.3163433628474113,-0.025642812677358892,0.2325061154930615
25309,396550.0,6,66,0.75,807850.1666666666,0.16666666666666666,17787.5,Acquisition/Demolition,50 - 99%,Single Family,12,7467,19.6,20.2,35.6,35.8,36.4,36.6,13554,148.12940236616666,-2.9721365395005246,0.6872895457990783,-1.1016762767837731,0.5193322500410416
25311,132000.0,1,3,0.75,222252.0,1.208,268573.0,Acquisition/Demolition,0 - 49%,Single Family,12,6280,15.7,17.0,41.4,41.6,44.1,44.2,10964,149.7913700224187,-3.171991549657465,0.31890970469627056,-1.0974357866493465,0.5239172916377098
25312,966126.0,14,68,0.75,386518.1642857143,3.2446428571428574,792183.6428571428,Acquisition/Demolition,50 - 99%,Single Family,6,10391,37.2,38.0,46.6,46.7,48.3,48.7,14728,80.70302770219647,-3.743401156066674,0.28450252119657404,-0.0591620901948105,0.2698234630334503
25313,518000.0,15,124,0.75,704386.7,5.2017,3651869.8,Acquisition/Demolition,50 - 99%,Single Family,18,6705,13.1,13.6,21.1,21.3,22.6,23.0,11650,216.19915501575917,-1.9367108484785456,0.29845550721376396,-1.1078096036822112,0.6747343500940585
25314,523200.0,9,108,0.75,929421.3333333334,0.4603333333333334,241909.55555555556,Acquisition/Demolition,50 - 99%,Single Family,19,7703,10.5,10.9,14.6,14.7,15.0,15.1,14027,215.30251868797316,-1.1629703425407751,0.665105753927898,-0.043536303574346034,0.6730261384666879
25315,118400.0,2,19,0.75,719790.5,0.523,165840.5,Acquisition/Demolition,50 - 99%,Single Family,6,1865,64.4,64.8,88.3,88.4,89.4,89.5,3638,188.23795305558627,-5.070152893651926,0.4801370738879514,-0.007380435365295617,0.6178108918367601
25320,694877.0,6,21,0.75,554448.5,1.76,398470.5,Acquisition/Demolition,50 - 99%,Single Family,6,3594,25.3,26.0,35.4,35.7,38.1,38.5,6385,35.264744449238094,-3.1288440211565507,0.2341924641847251,-0.10812604434934237,-0.06997053179573781
25419,1015000.0,21,396,0.75,1220208.0,1.2199999999999998,1995173.0,Acquisition/Demolition,0 - 49%,Vacant Land,18,8353,14.3,14.3,19.2,19.5,22.4,22.5,11062,243.00634569047625,-1.8777667336717456,0.3292279625979592,-1.405669914494346,0.7227803469686229
25504,397000.0,3,9,0.75,439759.7,3.609,2295540.0,Acquisition/Demolition,0 - 49%,Single Family,29,6576,16.8,17.5,29.3,29.7,40.5,41.1,13245,103.10841711881531,-2.8350865286553617,0.7225458020170169,-1.11678184305123,0.3704647699369623
25508,286000.0,3,33,0.75,769143.3333333334,2.026,1998720.6666666667,Acquisition/Demolition,50 - 99%,Single Family,6,4212,40.4,41.2,47.0,47.5,50.7,51.0,9420,46.751545536861464,-3.833344314236889,0.6740780509898098,0.07568257186154714,0.04569386459151071
25510,99000.0,1,1,0.75,106025.0,1.634,272955.0,Acquisition/Demolition,0 - 49%,Single Family,24,2809,11.3,12.0,19.3,19.4,20.1,20.7,5154,61.212177845676244,-1.6997826448852476,0.7172431578133807,-0.0495226449361219,0.15631085357886956
25512,62300.0,1,1,0.75,76752.0,0.0,0.0,Acquisition/Demolition,50 - 99%,Single Family,6,1102,35.3,35.4,46.6,47.1,47.5,47.5,919,7.38879567044553,-3.700179028448102,0.7646892369348116,0.010238401563373209,-0.7083165979230921
25526,174800.0,2,3,0.75,75405.5,1.8285,276721.5,Acquisition/Demolition,50 - 99%,Single Family,21,12606,8.8,9.2,16.0,16.6,18.0,18.5,21706,91.23919646640923,-1.3378662239460646,0.726882837994077,-0.06153095536082495,0.3202253689521948
25541,527878.0,7,56,0.75,698450.0,0.0,0.0,Acquisition/Demolition,50 - 99%,Single Family,29,5401,13.3,13.8,21.4,21.5,27.0,27.4,10188,56.22296163522906,-2.1049611754417503,0.72238134361277,-1.1170385537272354,0.12140772840982678
25545,55600.0,1,8,0.75,698450.0,0.0,0.0,Acquisition/Demolition,0 - 49%,Single Family,29,2549,14.6,15.0,23.9,24.0,25.9,26.1,4543,62.99974237085323,-2.2016157296248573,0.7133491296287685,-1.1243295277119485,0.1681286926982495
25601,354272.0,10,113,0.71625,846173.875,6.7121249999999995,6823444.125,Acquisition/Demolition,50 - 99%,Single Family,6,2176,48.3,48.7,63.2,63.3,68.8,68.8,5565,108.59818997552648,-4.423797941044324,0.5342804197446259,-1.0091518045529275,0.3917763434205088
25621,68224.0,1,6,0.75,567939.0,1.097,860848.0,Acquisition/Demolition,100%,Single Family,6,2301,41.2,41.8,64.9,65.4,68.0,68.0,1626,13.756988450720534,-4.365835517927332,0.5486340626174596,-0.9591619581506212,-0.4552568750499582
25637,767772.0,24,183,0.7292307692307692,1033954.2307692308,9.369384615384615,9987028.461538462,Acquisition/Demolition,50 - 99%,Single Family,6,1081,55.2,56.0,67.4,67.4,69.4,69.3,1060,113.91888932092091,-4.549233958325656,,0.12550203854819225,0.411428322334422
25646,683500.0,8,90,0.75,805885.0625,3.9034999999999997,3225860.625,Acquisition/Demolition,50 - 99%,Single Family,6,679,59.5,60.2,66.0,66.1,66.9,67.0,792,14.116399732736628,-4.536268504341233,0.6132968224910114,0.12881779732433588,-0.4447268584662725
25647,12000.0,1,14,0.75,545668.0,1.0,879051.0,Acquisition/Demolition,50 - 99%,Single Family,6,597,69.3,72.7,79.4,79.6,80.4,80.2,723,87.45312548761468,-4.931468977545231,0.4921499120969767,0.15047846565884873,0.30281650801263593
25653,7500.0,3,14,0.75,545668.0,1.0,879051.0,Acquisition/Demolition,50 - 99%,Single Family,6,343,84.5,84.3,88.3,88.3,88.9,88.9,353,75.72746094404471,-5.1900742435265395,,-1.0091518045529275,0.2436885625133215
25670,72000.0,1,5,0.75,155645.0,0.0,0.0,Acquisition/Demolition,50 - 99%,Single Family,6,4977,59.1,59.5,66.7,67.0,68.7,68.7,5586,23.001012608668407,-4.564401343388266,0.6482520291308871,-0.9660432548252296,-0.2450857298332048
25672,32732.0,1,6,0.75,176141.0,0.0,0.0,Acquisition/Demolition,50 - 99%,Single Family,6,472,57.6,57.6,65.9,66.3,67.8,67.8,303,13.653496254841473,-4.529722567075778,,0.17659554390876406,-0.458339665861947
25676,72000.0,1,5,0.75,155645.0,0.0,0.0,Acquisition/Demolition,100%,Single Family,6,987,54.8,55.6,63.7,63.5,66.6,66.7,1350,17.76570750752348,-4.462050548810447,0.7386466127970713,0.15389620322804268,-0.3507675673176296
25678,62792.0,2,12,0.75,176141.0,0.0,0.0,Acquisition/Demolition,100%,Manufactured Home,6,1919,55.4,55.9,63.9,64.0,65.7,65.7,1517,23.113179159134315,-4.4582232966993685,0.5764676628433618,0.2701324265725472,-0.2430938709148332
25701,345450.0,3,9,0.75,351470.0,1.041,400898.0,Acquisition/Demolition,0 - 49%,Single Family,19,12283,8.3,8.7,15.5,16.5,19.1,20.6,20375,221.34726710486942,-1.366490089415228,0.6858959813916068,-0.011346400973142094,0.6844071869637195
25704,316000.0,3,9,0.75,383386.19,2.256,828000.0,Acquisition/Demolition,0 - 49%,Single Family,18,9804,7.6,7.9,22.3,23.6,29.1,29.9,16666,199.15038093096746,-1.97133464187602,0.6296187382326275,-1.1124095980783022,0.6409727785480729
25801,305000.0,3,14,0.75,444156.87000000005,3.099,2392000.0,Acquisition/Demolition,0 - 49%,Vacant Land,18,23713,3.9,4.7,10.2,11.0,11.9,12.4,32467,151.6804785663692,-0.2799473566088748,0.5711753666772958,-1.0579321981243504,0.5290676358551293
25810,25200.0,1,22,0.75,1236820.0,1.425,2128888.0,Acquisition/Demolition,50 - 99%,Single Family,6,321,75.4,76.0,90.7,91.9,93.1,92.8,66,10.77770445672776,-5.205834398436591,,-0.9968375608600256,-0.5548037011944722
25813,60500.0,3,30,0.75,619376.58,4.202,3312000.0,Acquisition/Demolition,0 - 49%,Single Family,24,3882,9.9,10.1,14.3,14.5,15.7,15.8,8341,53.75245009931476,-1.1556453883147169,0.6311055211624639,0.361867013059345,0.1029625245237649
